,desc
2683,"- IKEA, Moorstrasse 3,  -""https://www.ikea.com/ch/de/stores/dietlikon/""
- 8x Steckdose Typ2 (32A, 3-ph), 1x Steckdose CH Typ 25 (16A, 3-ph) / Freier Zugang / offen: TÃ¤glich 9-21 Uhr / Stromkosten: Kostenlos / Standort: IKEA Dietlikon Parkhaus; 4 ParkplÃ"
2685,"- ElektrizitÃ¤tswerke des Kantons ZÃ¼rich, Schwerzelbodenstrasse 41
- 2x Steckdose Typ2 (16A, 3-ph)
Eintrag/Korrektur: 10-Sep-2020"
2689,"- Gemeinde NÃ¼rensdorf, Alte Winterthurerstrasse 45 , -""http://www.nuerensdorf.ch/""
- 1x Kabel mit Stecker - CCS Typ2 (20kW), 1x Kabel mit Stecker - CHAdeMO (20kW), 1x Steckdose Typ2 (32A, 3-ph) / Freier Zugang / Standort: ï»¿Tiefgarage Gasthof zum BÃ¤re"
2761,"- Stefan MÃ¼ller Elektro-Service, Breitistr. 9, +41-52 315 14 40 oder +41-79 482 18 88
- 1x Steckdose CEE rot 400V/16A (16A, 3-ph), 1x Steckdose CH Typ 25 (16A, 3-ph), 1x Steckdose CH Typ 23 (16A) / Zugang: Siehe Hinweis / offen: nach Absprache / bitte t"
2764,"- Raiffeisen Bank, Dorfstrasse 76
- 2x Steckdose Typ2 (16A, 3-ph) / Zugang: SMS sonstige, RFID Lokal / Standort: 1 Reservierter Parkplatz fÃ¼r Raiffeisen Kunden, wegen der begehrten Lage  gelegentlich von Verbrennern belegt / Parken: kostenlos
- Hinweis:"
2765,"- EV-Box B.V., EV B-P, Alte Rheinstrasse  67 - 87
- 1x Steckdose Typ2 (32A, 3-ph) / Zugang: NewMotion RFID, PlugSurfing RFID/APP, SMATRICS RFID
Eintrag/Korrektur: 04-Feb-2020"
2766,"- Green Motion SA, BÃ¼lacherstrasse Migros Embrach 17
- 1x Steckdose Typ2 (32A, 3-ph), 1x Kabel mit Stecker - Typ1 (16A) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 04-Feb-2020"
2767,"- KYBURZ Switzerland AG, Shedweg 2, www.kyburz-switzerland.ch, info@kyburz-switzerland.ch, +41-44-865-63-63
- 3x Steckdose CEE rot 400V/16A (16A, 3-ph), 3x Steckdose CH Typ 13 (13A), Sicherung nicht von aussen zugÃ¤nglich / Freier Zugang / offen: BÃ¼roze"
2768,"- Rolf Dietiker, Haldengartenstrasse 1, rdj@gmx.ch, +41 44 869 21 19, +41 76 517 81 57
- 1x Steckdose CEE rot 400V/16A (16A, 3-ph), 1x Steckdose CH Typ 13 (10A) / Freier Zugang / +41 44 869 21 19, per e-Mail: rdj@gmx.ch oder auf ""gut GlÃ¼ck"" / Zeitbeschr"
60,"- swisscharge.ch AG, AGROLA, Freiburgstrasse 79,  -""https://www.agrola.ch/""
- 2x Kabel mit Stecker - CCS Typ2 (135.2kW), 1x Kabel mit Stecker - CHAdeMO (50kW) / Zugang: NewMotion APP, PlugSurfing RFID/APP, E.ON, eins E-Mobil RFID/App, MAINGAU Autostrom,"
427,"- Groupe E, Route Principale 145
- 1x Steckdose Typ2 (32A, 3-ph) / Zugang: kein Zugang mit RFID, MOVE RFID
Eintrag/Korrektur: 28-Nov-2015"
428,"- Groupe E, Hauptstr. 64
- 2x Steckdose Typ2 (32A, 3-ph)
Eintrag/Korrektur: 28-Mai-2020"
429,"- Groupe E, Chemin Fin du Mossard 45
- 2x Steckdose Typ2 (32A, 3-ph)
Eintrag/Korrektur: 28-Mai-2020"
805,"- Green Motion SA, Grande Ferme 16
- 2x Kabel mit Fahrzeugkupplung Typ2 (16A, 1-ph), 2x Kabel mit Stecker - Typ1 (16A) / Zugang: evpass RFID/APP
- Essen: McDonaldâs
- Hinweis: <b><font color=red>5.5.2018: funktionierte leider nicht</font></b>
Eintrag/K"
850,"- Energie 360Â° AG, Moosmatte 1,  -""http://www.energie360.ch"", +41-43-317-22-22
- 1x Steckdose Typ2 (32A, 3-ph), 1x Steckdose Schuko (16A) / Zugang: Kreditkarte, RFID Lokal, NewMotion APP, PlugSurfing RFID/APP, E.ON, eins E-Mobil RFID/App, MAINGAU Autost"
851,"- innogy eMobility Solutions GmbH, Bahnhofstrasse 2
- 2x Steckdose Typ2 (16A, 3-ph)
Eintrag/Korrektur: 01-Aug-2019"
852,"- E. MattmÃ¼ller AG, Murtenstrasse 33,  -""https://www.garagemattmueller.ch/"", info@garagemattmueller.ch, +41-31-755-51-57
- 1x Steckdose Typ2 (32A, 3-ph) / Zugang: beliebige RFID Karte / Stromkosten: Kostenpflichtig / Parken: Kostenlos
- Hinweis: Ladesta"
868,"- swisscharge.ch AG, LÃ¶wenberg 54
- 1x Steckdose Typ2 (32A, 3-ph) / Zugang: NewMotion APP, PlugSurfing RFID/APP, E.ON, eins E-Mobil RFID/App, MAINGAU Autostrom, virta/swisscharge app
Eintrag/Korrektur: 11-Jul-2021"
869,"- Groupe E, Irisweg 8
- 1x Kabel mit Stecker - CCS Typ2 (50kW), 1x Kabel mit Stecker - CHAdeMO (50kW), 1x Steckdose Typ2 (32A, 3-ph) / Zugang: MOVE RFID
- Hinweis: Schnellladestation ABB Terra 53 CJT
Eintrag/Korrektur: 04-Apr-2017"
870,"- Groupe E, Bernstr. 3
- 2x Steckdose Typ2 (32A, 3-ph), FI / Zugang: MOVE RFID / ZeitbeschrÃ¤nkung: 1.5 h / Standort: gegenÃ¼ber dem Berntor (100 m ausserhalb) rechts vom gelben Schulhaus unter dem Ahornbaum; 1 reservierter Parkplatz / Parken: GebÃ¼hr
-"
871,"- Groupe E, Chemin Champ Olivier 14 
- 1x Steckdose Typ2 (16A, 3-ph)
Eintrag/Korrektur: 28-Mai-2020"
872,"- be.ENERGISED COMMUNITY CPO Platform, Amperio
- 1x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 1x Steckdose Typ2 (32A, 3-ph)
Eintrag/Korrektur: 07-MÃ¤r-2020"
873,"- Groupe E, Irisweg 12
- 2x Steckdose Typ2 (32A, 3-ph) / Zugang: kein Zugang mit RFID, MOVE RFID
Eintrag/Korrektur: 18-Jan-2016"
877,"- Green Motion SA, Fabrikstrasse 25
- 2x Steckdose Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 11-Jul-2021"
62,"- swisscharge.ch AG, Industriestrasse 8
- 3x Steckdose Typ2 (32A, 3-ph) / Zugang: NewMotion APP, PlugSurfing RFID/APP, E.ON, eins E-Mobil RFID/App, MAINGAU Autostrom, virta/swisscharge app
Eintrag/Korrektur: 28-Sep-2020"
2607,"- Bahnhof Parkhaus, Bleicheplatz / Bahnhof Parking
- 2x Steckdose CEE rot 400V/16A (16A, 3-ph) / Zugang: MÃ¼nzeinwurf / Stromkosten: MÃ¼nzautomat, CHF 1.- pro Stunde / Standort: Bahnhofparkhaus Arcona Living, Anfahrt zu Parkhaus ist Ã¼berall mit ""Bahnhof"
2608,"- Alpiq E-Mobility AG, SH Power Schaffhausen, Spielweg 4
- 3x Steckdose Typ2 (32A, 3-ph) / Zugang: easy4you app, virta/swisscharge app / Standort: Auf Parkplatz Hallenbad
- Interessant: Hallen- und Freibad, Fitnesscenter, Sportanlagen
Eintrag/Korrektur:"
2610,"- ABB, Fulachstrasse 150
- 1x Steckdose Typ2 (32A, 3-ph) / Zugang: Siehe Hinweis / Stromkosten: kostenlos / Standort: Parkplatz an der RÃ¼ckseite des ABB-GebÃ¤udes / Parken: kostenlos
- Hinweis: <b><font color=red>Mit Stand vom 09.04.17 ist der Platz res"
2611,"- swisscharge.ch AG, Elektro Meister AG, Schweizersbildstrasse 48, info@elektromeister.ch, +41-52-644-07-07
- 1x Steckdose Typ2 (16A, 1-ph), 1x Steckdose CH Typ 23 (16A) / Zugang: NewMotion RFID, NewMotion APP, PlugSurfing RFID/APP, E.ON, eins E-Mobil RF"
2612,"- Tesla Europe, Schweizersbildstrasse 20
- 8x Tesla SuperCharger (120kW) / Zugang: Tesla
- Essen: Waldhotel Restaurant Hohberg  -""https://hotel-hohberg.ch/""
- Schlafen: Waldhotel Restaurant Hohberg  -""https://hotel-hohberg.ch/""
Eintrag/Korrektur: 02-MÃ¤r"
2615,"- Move Mobility, Hochstrasse 201
- 3x Steckdose Typ2 (16A, 3-ph)
Eintrag/Korrektur: 04-Aug-2021"
2616,"- swisscharge.ch AG, MÃ¼hlentalstrasse 184-186
- 2x Steckdose Typ2 (32A, 3-ph) / Zugang: NewMotion APP, PlugSurfing RFID/APP, E.ON, eins E-Mobil RFID/App, MAINGAU Autostrom, virta/swisscharge app
Eintrag/Korrektur: 04-Aug-2021"
2617,"- Green Motion SA, MÃ¼hlentalstrasse AMAG, Parkhaus Diana 2
- 1x Kabel mit Stecker - CCS Typ2 (50kW), 1x Kabel mit Stecker - CHAdeMO (22kW), 2x Steckdose Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (16A) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 11-"
2618,"- ABB Schweiz AG, Fulachstrasse 150
- 1x Kabel mit Stecker - CCS Typ2 (50kW), 1x Kabel mit Stecker - CHAdeMO (50kW), 1x Kabel mit Fahrzeugkupplung Typ2 (63A, 3-ph) / Freier Zugang / ZeitbeschrÃ¤nkung: 4 h, Parkscheibe obligatorsich / Stromkosten: kostenl"
2619,"- Alpiq E-Mobility AG, Breitenaustrasse 117
- 1x Steckdose Typ2 (32A, 3-ph) / Zugang: easy4you app
Eintrag/Korrektur: 07-Aug-2019"
2623,"- Green Motion SA, StÃ¼dliackerstrasse 4
- 4x Steckdose Typ2 (32A, 3-ph), 4x Kabel mit Stecker - Typ1 (16A) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 25-Feb-2021"
2624,"- Shoppingcenter Herblingertal AG, StÃ¼dliackerstrasse 10, www.herblingermarkt.ch, aebersold@shzherblingen.ch, +41526431865
- 6x Steckdose Typ2 (32A, 3-ph) / Zugang: EC/Maestro Karte, NFC Kreditkarte, TWINT / Stromkosten: 0.30 CHF/kWh / Standort: Parkpla"
2625,"- Lidl Schweiz, Im Majorenacker 16
- 1x Kabel mit Stecker - CCS Typ2 (50kW), 1x Kabel mit Stecker - CHAdeMO (50kW), 1x Kabel mit Fahrzeugkupplung Typ2 (63A, 3-ph) / Freier Zugang / offen: Ãffnungszeiten von Lidl
- Hinweis: Ladestation ABB Terra 53 beim"
2626,"- UBS AG, Solenbergstrasse 5
- 3x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 3x Kabel mit Stecker - Typ1 (32A) / Zugang: RFID Lokal / Standort: Besucherparking UBS 1.UG Nur fÃ¼r UBS Mitarbeiter  Reservation Ã¼ber UBS Parking-Tool
Eintrag/Korrektur: 04-"
2627,"- swisscharge.ch AG, Hutter Dynamics AG , Solenbergstrasse 1,  -""http://hutterdynamics.ch/bmw/standort-schaffhausen_3-de.html"", info.sh@hutter-dynamics.ch
- 1x Kabel mit Stecker - CCS Typ2 (50kW), 1x Kabel mit Stecker - CHAdeMO (50kW), 1x Kabel mit Fahrz"
2629,"- Repower AG, Rheinweg 11
- 1x Steckdose Typ2 (31A, 3-ph) / Zugang: Intercharge, Intercharge direct, MAINGAU Autostrom, Plug'n Roll APP
Eintrag/Korrektur: 04-Aug-2021"
2635,"- swisscharge.ch AG, HÃBSCHER HOLZBAU AG, Guntmadingerstrasse 14, info@huebscher-holzbau.ch, +41-52-687-40-00
- 1x Steckdose Typ2 (16A, 3-ph), 1x Steckdose CH Typ 23 (16A) / Zugang: NewMotion RFID, NewMotion APP, PlugSurfing RFID/APP, E.ON, eins E-Mobil"
63,"- AMAG Automobil- und Motoren AG, Langfeldstrasse 30
- 1x Kabel mit Stecker - CCS Typ2 (50kW), 1x Steckdose Typ2 (32A, 3-ph)
Eintrag/Korrektur: 07-Mai-2020"
1339,"- Groupe E, SchÃ¶ngrÃ¼nstrasse 42
- 2x Steckdose Typ2 (31A, 3-ph)
Eintrag/Korrektur: 18-Jun-2020"
1342,"- Groupe E, Jurastrasse 13 
- 4x Steckdose Typ2 (31A, 3-ph)
Eintrag/Korrektur: 28-Mai-2020"
1353,"- Alpiq E-Mobility AG, AEK Energie AG, Langfeldstrasse 25,  -""http://www.aek.ch"", +41-32-624-86-86
- 1x Kabel mit Stecker - CCS Typ2 (50kW), 1x Kabel mit Stecker - CHAdeMO (50kW), 1x Kabel mit Fahrzeugkupplung Typ2 (63A, 3-ph) / Zugang: Kreditkarte, Inte"
1354,"- Alpiq E-Mobility AG, Hauptstrasse 65
- 2x Steckdose Typ2 (32A, 3-ph) / Zugang: easy4you app
- Hinweis: <b>Import from provider, data not yet reviewed.</b>
Eintrag/Korrektur: 06-Sep-2017"
1355,"- Repower AG, Dorfackerstrasse 45
- 2x Steckdose Typ2 (32A, 3-ph) / Zugang: Intercharge, Intercharge direct, MAINGAU Autostrom, Plug'n Roll APP
Eintrag/Korrektur: 19-Aug-2019"
1359,"- Alpiq E-Mobility AG, Autobahn A1
- 1x Kabel mit Stecker - CCS Typ2 (50kW), 1x Kabel mit Stecker - CHAdeMO (50kW), 1x Kabel mit Fahrzeugkupplung Typ2 (63A, 3-ph) / Zugang: NFC Kreditkarte, NewMotion RFID, NewMotion APP, easy4you app
Eintrag/Korrektur: 0"
1360,"- swisscharge.ch AG, RaststÃ¤tte Deitingen SÃ¼d, A1 Bern-ZÃ¼rich
- 2x Kabel mit Stecker - CCS Typ2 (150kW), 1x Kabel mit Stecker - CCS Typ2 (50kW), 1x Kabel mit Stecker - CHAdeMO (60kW), 2x Steckdose Typ2 (32A, 3-ph) / Zugang: NFC Kreditkarte, ChargeNow"
1361,"- Raiffeisenbank Derendingen-Buchsi, Hauptstrasse 37,  -""https://www.raiffeisen.ch/wasseramt-buchsi/de.html"", wasseramt-buchsi@raiffeisen.ch, +41326814500
- 1x Kabel mit Stecker - CCS Typ2 (50kW), 1x Kabel mit Stecker - CHAdeMO (50kW), 1x Kabel mit Fahrz"
1362,"- Groupe E, Rank Garage SchÃ¤r GmbH, Hauptstrasse 59
- 2x Steckdose Typ2 (32A, 3-ph) / Zugang: MOVE RFID
Eintrag/Korrektur: 28-Okt-2014
Aktiv gemeldet am: 29-Jun-2015"
1363,"- Groupe E, Bleichenmattstrasse, AFEG Areal 
- 2x Steckdose Typ2 (31A, 3-ph)
Eintrag/Korrektur: 12-MÃ¤r-2021"
1364,"- Familie Cramer,  Friedhofstrasse 47
- 1x Steckdose CH Typ 13 (10A) / Freier Zugang / offen: 07:00 - 22:00 (bitte Ruhe in den Randstunden) / Stromkosten:  CHF 1.- pro Stunde laden > passender Betrag in in Briefkasten Cramer legen / Standort: Bei erstem"
1365,"- Groupe E, Hauptstrasse 109 
- 2x Steckdose Typ2 (15A, 3-ph)
Eintrag/Korrektur: 28-Mai-2020"
1366,"- Groupe E, Hauptstrasse 62 
- 2x Steckdose Typ2 (31A, 3-ph)
Eintrag/Korrektur: 28-Mai-2020"
1367,"- Romantik Hotel ""Sternen"", JÃ¶rg + Margrit Bohren-VÃ¶gtli, Hauptstr. 61, www.sternen.ch, sternen@bluewin.ch, 032 675 61 11
- 1x Steckdose CH Typ 23 (16A) / Zugang: Siehe Hinweis / Rezeption / Stromkosten: gratis / Standort: beim Empfang melden
- Essen:"
1368,"- Tesla Europe, Hauptstrasse 61
- 12x Tesla SuperCharger (120kW) / Zugang: Tesla
- Essen: Romantik Hotel Sternen
- Schlafen: Dito
Eintrag/Korrektur: 26-MÃ¤r-2018"
1369,"- Markus Guenther, Buchenweg 1, markus.guenther@gmx.ch
- 1x Steckdose Typ2 (16A, 3-ph) / Freier Zugang / Stromkosten: Unkostenbeitrag 
Eintrag/Korrektur: 17-Aug-2014"
1582,"- Alpiq E-Mobility AG, Aesplistrasse 1
- 2x Steckdose Typ2 (32A, 3-ph) / Zugang: easy4you app
Eintrag/Korrektur: 19-Okt-2017"
64,"- IONITY GmbH, A13 ZÃ¼rich - Chur
- 4x Kabel mit Stecker - CCS Typ2 (150kW) / Zugang: adhoc per QR Code und Web App, Intercharge, NewMotion RFID, NewMotion APP, PlugSurfing RFID/APP, EnBW, EWE, eins E-Mobil RFID/App, MAINGAU Autostrom, MOVE RFID, virta/s"
2262,"- Rico und Ursula Kasper, Montalinstr. 12, 081 356 58 08
- 1x Steckdose CH Typ 13 (10A), FI / bitte anmelden / Standort: zwischen Denner und Kantonalbank; Steckdose bei Doppelgarage links zwischen Haus- und GaragentÃ¼r unten
- Essen: Restaurant Sonne im"
2263,"- Garage O. Stock AG, Kantonsstrasse 152
- 1x Kabel mit Stecker - Typ1 (32A) / Freier Zugang
Eintrag/Korrektur: 08-Feb-2017"
2264,"- Repower AG, Hotel Sportcenter FÃ¼nf-DÃ¶rfer AG, Oberau 186D,  -""http://www.hotel-5doerfer.ch"", hotel@5doerfer.ch, +41-81-307-19-90
- 2x Steckdose Typ2 (32A, 3-ph) / Zugang: Siehe Hinweis, Intercharge, Intercharge direct, MAINGAU Autostrom, Plug'n Roll"
2265,"- dhp-technology, Weststrasse 7, +41-81-325-34-11
- 1x Steckdose Typ2 (32A, 3-ph) / Freier Zugang / offen:  19:00 â 07:00 und am Wochenende; am Tag bitte mit Anmeldung  / +41-79-771-48-44 / Stromkosten: Kostenlos / Parken: Kostenlos
- Essen: Wenn wir d"
2266,"- Daniel und KÃ¤thi Zindel, Hirschengasse 5, 081 322 18 09
- 1x Steckdose CH Typ 13 (10A) / Tel. anmelden / Standort: im Veloraum neben den Garagen
Eintrag/Korrektur: 17-MÃ¤r-2000
Aktiv gemeldet am: 11-Jan-2010"
2267,"- Pierre-Yves Kalbfuss, Schermengasse 22, pierre-yves.kalbfuss@bluewin.ch, 081 322 51 32
- 1x Steckdose CH Typ 13 (10A) / ZeitbeschrÃ¤nkung: nur zum laden / Stromkosten: kostenlos / Standort: Steckdose aussen am Haus bei der KellertÃ¼r / Parken: kostenlo"
2306,"- eCarUp AG, Schulstrasse 76
- 1x Steckdose Typ2 (16A, 3-ph)
Eintrag/Korrektur: 29-Jun-2021"
2307,"- Repower AG, RHB-Strasse 1
- 2x Steckdose Typ2 (32A, 3-ph) / Zugang: Siehe Hinweis, Intercharge, Intercharge direct, MAINGAU Autostrom, Plug'n Roll APP / Standort: GegenÃ¼ber Coop-Eingang / Parken: Kostenpflichtig
Eintrag/Korrektur: 12-Sep-2020
Aktiv ge"
2308,"- swisscharge.ch AG, LÃ¶serstrasse 11
- 1x Steckdose Typ2 (32A, 3-ph) / Zugang: NewMotion APP, PlugSurfing RFID/APP, E.ON, eins E-Mobil RFID/App, MAINGAU Autostrom, virta/swisscharge app
Eintrag/Korrektur: 29-Jun-2021"
2309,"- Energie 360Â°, WerkstÃ¤ttestrasse 5,  -""https://www.energie360.ch""
- 2x Steckdose Typ2 (32A, 3-ph) / Zugang: Intercharge, Intercharge direct, NewMotion APP, PlugSurfing RFID/APP, EnBW, MAINGAU Autostrom, evpass RFID/APP / offen: Mo-Fr: 07:30-20:00; Sa:"
2310,"- Energie 360Â° AG, Tardisstrasse 20,  -""http://www.energie360.ch"", +41-43-317-22-22
- 2x Steckdose Typ2 (32A, 3-ph) / Zugang: RFID Lokal, NewMotion APP, PlugSurfing RFID/APP, E.ON, eins E-Mobil RFID/App, MAINGAU Autostrom, virta/swisscharge app / Stromk"
2311,"- Plug&#39;n Roll, Ragazerstrasse 1 ,  41814237070
- 1x Steckdose Typ2 (16A, 3-ph) / Zugang: PlugSurfing RFID/APP
Eintrag/Korrektur: 29-Okt-2017"
2312,"- innogy eMobility Solutions GmbH, Garage Gut AG, Untere Industrie 
- 2x Steckdose Typ2 (32A, 3-ph)
Eintrag/Korrektur: 28-Mai-2020"
2313,"- Swiss Heidi Hotel, Werkhofstrasse 1,  -""http://www.swissheidihotel.ch"", info@swissheidihotel.ch, +41-81-303-88-88
- 1x Kabel mit Stecker - CCS Typ2 (50kW), 1x Kabel mit Stecker - CHAdeMO (50kW), 1x Kabel mit Fahrzeugkupplung Typ2 (63A, 3-ph) / Zugang:"
2314,"- Porsche Zentrum Maienfeld, Industriestrasse 16,  -""https://www.porsche-maienfeld.ch""
- 2x Kabel mit Stecker - CCS Typ2 (320kW) / Zugang: Intercharge, Intercharge direct
Eintrag/Korrektur: 06-Dez-2020
Aktiv gemeldet am: 04-Dez-2020"
2315,"- Groupe E, A13
- 2x Kabel mit Stecker - CCS Typ2 (50kW), 2x Kabel mit Stecker - CHAdeMO (50kW), 2x Kabel mit Fahrzeugkupplung Typ2 (63A, 3-ph) / Zugang: Intercharge, MOVE RFID
Eintrag/Korrektur: 08-Aug-2021"
2316,"- Tesla Europe, Swiss Heidi Hotel, Werkhofstrasse 1,  -""http://www.swissheidihotel.ch"", info@swissheidihotel.ch, +41 81 3038888
- 14x Tesla SuperCharger (120kW) / Zugang: Tesla / Stromkosten: kostenlos / Standort: 2 Minuten ab Autobahn Ausfahrt Maienfeld"
2317,"- Walter HÃ¶rnlimann, Steigstrasse 5, w.hoernlimann@bluewin.ch, +41 79 218 19 71
- 1x Steckdose Typ2 (16A, 3-ph), 1x Steckdose CEE rot 400V/16A (16A, 3-ph) / Freier Zugang / Stromkosten: Keine / Parken: Ja
- Essen: 200m Adler FlÃ¤sch im Dorfzentrum
- Int"
2318,"- energieingenieur.ch GmbH, Ob der Kirche 5, energieingenieurch@gmail.com, +41-79-563-25-88
- 1x Steckdose Typ2 (16A, 3-ph) / Stromkosten: Kostenpflichtig / Parken: Kostenlos
- Hinweis: Home Box
Eintrag/Korrektur: 11-Feb-2019"
2319,"- energieingneieur.ch GmbH, Ob der Kirche 6, +41-79-563-25-88
- 1x Steckdose CEE rot 400V/16A (16A, 3-ph), 1x Steckdose CH Typ 13 (10A) / Zugang: SchaltschrankschlÃ¼ssel / Stromkosten: Kostenlos / Standort: Die Steckdose befindet sich bei der Terasse sÃ¼"
65,"- Nestec SA Centre de recherches NestlÃ©, Route du Jorat 57
- 1x Kabel mit Fahrzeugkupplung Typ2 (16A, 1-ph), 1x Kabel mit Stecker - Typ1 (16A), 1x Steckdose CH Typ 23 (16A) / Zugang: Siehe Hinweis / Standort: ParkplÃ¤tze fÃ¼r Besucher reserviert
- Hinwe"
66,"- Lausanne Palace + SPA, Grand ChÃªne 7-9,  -""http://www.lausanne-palace.com/de/"", +41 21 331 31 31
- 1x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 1x Kabel mit Stecker - Typ1 (16A) / Freier Zugang / Parken: kostenpflichtig
Eintrag/Korrektur: 07-Feb-20"
67,"- Parking du centre Flon, Rue de GenÃ¨ve 31
- 3x Kabel mit Fahrzeugkupplung Typ2 (16A, 3-ph), 3x Kabel mit Stecker - Typ1 (16A) / Zugang: RFID Lokal
Eintrag/Korrektur: 07-Jul-2017"
68,"- FÃ©dÃ©ration internationale de gymnastique, Avenue de la Gare 12
- 1x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 1x Kabel mit Stecker - Typ1 (32A) / Freier Zugang / Standort: Uniquement rÃ©servÃ© pour la FÃ©dÃ©ration internationale de gymnastique
Ein"
69,"- Parking de Bellefontaine, Rue de la Belle-Fontaine 3
- 2x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 07-Jul-2017"
70,"- Parking Saint-FranÃ§ois SA, Rue du Grand-ChÃªne 10
- 2x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A) / Zugang: SMS sonstige, RFID Lokal
Eintrag/Korrektur: 24-Sep-2018"
71,"- Parking du centre, Rue de GenÃ¨ve 31, www.pms-parkings.ch/nos_parkings_presentation.php?parking_id=3, +41 21 329 06 16
- 1x Steckdose CEE rot 400V/32A (32A, 3-ph), 3x Steckdose CEE blau 230V/16A (16A) / Stromkosten: gratuit jusqu'Ã  la fin de l'annÃ©e"
72,"- Hotel Alpha-Palmiers, Rue du Petit-ChÃªne 34, +41 21 555 59 99
- 1x Steckdose CEE rot 400V/16A (16A, 3-ph) / Stromkosten: k.A.
- Hinweis: <b>Import from provider, data not yet reviewed.</b>
Eintrag/Korrektur: 05-Sep-2015"
73,"- MCH Beaulieu Lausanne SA, avenue BergiÃ¨res 10
- 2x Steckdose Typ2 (16A, 1-ph), 2x Kabel mit Stecker - Typ1 (16A), 2x Steckdose CH Typ 23 (16A) / Zugang: RFID Lokal
Eintrag/Korrektur: 13-Nov-2015"
74,"- Protectas SA, Rue de GenÃ¨ve 70

- 1x Kabel mit Stecker - Typ1 (16A) / Freier Zugang
- Hinweis: only for visitors
Eintrag/Korrektur: 07-Feb-2017"
75,"- Green Motion SA, Avenue BergiÃ¨res 50
- 4x Steckdose Typ2 (32A, 3-ph), 4x Kabel mit Stecker - Typ1 (32A) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 17-Sep-2020"
76,"- Green Motion SA, Place du Tunnel 6
- 2x Steckdose Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 17-Sep-2020"
77,"- Parking Mon Repos, Avenue Mon-Repos 5
- 2x Kabel mit Fahrzeugkupplung Typ2 (16A, 3-ph), 2x Kabel mit Stecker - Typ1 (16A) / Zugang: RFID Lokal
Eintrag/Korrektur: 19-Aug-2017"
78,"- Hotel Royal Savoy Lausanne, Avenue d&#39;Ouchy 40,  -""http://www.royalsavoy.ch/en"", info@royalsavoy.ch, + 41 21 6148888
- 2x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph) / Zugang: vorherig telefonisch anmelden, Tesla
- Hinweis: Tesla Destination Charger"
79,"- Parking Port d&#39;Ouchy, Place de la Navigation 3
- 2x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A) / Zugang: RFID Lokal
Eintrag/Korrektur: 07-Jul-2017
Aktiv gemeldet am: 09-Aug-2019"
80,"- HÃ´tel Angleterre et RÃ©sidence, Place du Port 11
- 1x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 1x Kabel mit Stecker - Typ1 (32A) / Zugang: RFID Lokal, evpass RFID/APP / Standort: Parkplatz -1 von Hotel Angleterre und Residence, fragen Sie bitte an"
81,"- Agora Swiss Night, Av. du Rond-Point 9, +41 21 555 59 55
- 1x Steckdose CEE rot 400V/16A (16A, 3-ph) / Stromkosten: k.A.
- Hinweis: <b>Import from provider, data not yet reviewed.</b>
Eintrag/Korrektur: 05-Sep-2015"
82,"- Beau-Rivage Palace SA, Chemin du Beau Rivage  21
- 1x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 1x Kabel mit Stecker - Typ1 (32A) / Zugang: RFID Lokal, evpass RFID/APP / Standort: Parken im HÃ´tel Beau-Rivage Palace, bitte fragen Sie nach der Zutrit"
83,"- AMAG Automobiles et Moteurs SA, Av. De Provence 2,  -""http://www.amag.ch/amagch/corp/fr/Garage/amag-lausanne.html""
- 1x Kabel mit Stecker - CCS Typ2 (50kW), 1x Kabel mit Stecker - CCS Typ2 (50kW), 1x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph) / Freier"
84,"- AXA Assurances Sa, Chemin de Primerose 11
- 1x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph) / Freier Zugang / Standort: Exclusivement rÃ©servÃ© au personnel AXA
Eintrag/Korrektur: 07-Feb-2017"
89,"- Groupe E, Route de Berne 144 
- 1x Kabel mit Stecker - CCS Typ2 (50kW), 1x Kabel mit Stecker - CHAdeMO (50kW), 1x Steckdose Typ2 (0kW)
Eintrag/Korrektur: 28-Mai-2020"
